id,date,blood_service,text_char,retweet,followers,friends,tweet
1771,15/6/18,GiveBloodNI,140,0,89,235,"@givebloodni first time giving  blood today. went to the hq in city hospital. much more quick and painless than i'd thought. credit to the staff, fantastic from first greeting to goodbye 😀. treats were welcome! "
1772,14/6/18,givebloodscot,140,4,24072,1965,"today consisted of a trip to nelson mandela place to give blood and see all the fab nurses on #worlddonorday ❣️alison my childminder from when i was a 2, my mum’s pal angeline and my new pal lynne 👭😂 @givebloodnhs @givebloodscot #missingtype #givebloodsharelife 🅰️🅱️🅾️ "
1773,14/6/18,givebloodscot,75,1,21,209,donation 47 given. @givebloodscot 
1774,14/6/18,GiveBloodNI,139,1,342,386,"i have been a platelet donor for about 5 years, and there is no better feeling than knowing you’re helping to save a life. blood is a precious commodity, and in under an hour, you could donate a pint of whole blood and give someone back years of life. "
1775,14/6/18,WelshBlood,140,1,49,285,"it’s so simple. please consider it and, if you can, take the time to make a donation. has to be one of the easiest ways to help save lives. 
#worldblooddonorday @givebloodwales "
1776,14/6/18,givebloodscot,140,2,145,324,"up next - it's me! i've donated 23 times so far and will be donating again in two weeks at my local donation session.

my blood type is the most common in scotland...do you know what it is?

#worldblooddonorday #missingtype #lifesaver #teamlinac @givebloodscot "
1777,14/6/18,GiveBloodNI,140,1,231,736,i donate blood because my son wouldn't be alive if it weren't for others donating when he was a baby. thank you so much to the people who saved his life. i hope my blood can do the same for some others. #worldblooddonorday #beaneverydaysuperhero #givebloodni 
1778,14/6/18,GiveBloodNI,140,0,66,296,happy to be a #blooddonor giving since i was 19 - 34 donations to date (i’m aging myself!) quick and easy to do and makes such a difference to those who need it #givebloodsavelives 
1779,14/6/18,givebloodscot,140,5,2813,2188,"today is #blooddonorday! 

my brother received countless blood and platelet transfusions during chemotherapy so i try to give blood as often as i can. please donate if you can - it really does save lives.

#missingtype #giveblood @givebloodscot"
1780,14/6/18,givebloodscot,140,1,338,1233,"#worldblooddonorsday if you can give blood, please do. i do it as much as i can in a year and it feels so good knowing you are helping someone. the tuc crackers and tunnocks tea cakes are a great reward. @givebloodscot"
1781,14/6/18,givebloodscot,140,7,12788,2595,"today is world blood donor day and @radiogrant and i are showing our support at @1025clyde1 ❤️! why not give the life-changing gift of blood? @givebloodscot 
if you already donate; thank you ❤️💉
#blooddonorweek
#whatsyourtype #missingtype 🅰️🅱️🆎🅾️? "
1782,13/6/18,givebloodscot,143,0,1311,2889,"@givebloodscot a blood transfusion at birth saved my daughter's life &amp; also restored my blood.i am forever grateful to the donors.sadly,after our transfusions, neither of us can now give blood &amp; i was a regular donor.i keep checking the website &amp; hubby donates."
1783,12/6/18,givebloodscot,130,0,1615,1596,@policescotland @givebloodscot first time i gave blood was to impress a lassy. a good cause for a good cause :)
1784,12/6/18,givebloodscot,140,0,366,674,"@givebloodscot @policescotland count on me and my oneg!
i'll go in 8 days to the albert halls to give a wee ""rubi generosity"""
1785,11/6/18,givebloodscot,85,2,183,84,we're _ll d_ing s_mething _m_zing. th_nk y_u 
1786,11/6/18,givebloodscot,140,0,891,998,"donation 6 completed 💉 (and achieved the record for the slowest blood flow for the evening... 🙄)
.
d_  y_u  kn_w  y_ur  type? 
.
a+ ❤️
.
#blooddonorweek #missingtype
@givebloodnhs @givebloodscot"
1787,11/6/18,WelshBlood,140,1,403,644,"done! @givebloodwales i had a blood transfusion last week after losing blood during neurosurgery. if you haven't given blood before, please give it a go. click on the link &amp; type in your postcode to find your nearest donation centre #giveblood #missingtype "
1788,11/6/18,GiveBloodNI,140,4,960,1377,"@givebloodni @givebloodnhs 1st instalment paying back a big debt!29/1/16 my beautiful twin girls were born,without blood transfusions saoirse wouldn’t have made it,my 1st donation and a big thank you from the mclaughlins in derry city ❤️thank you lisa/nurse "
1789,8/6/18,GiveBloodNI,139,1,3695,2748,"it’s been a decade since i last gave blood as a student but i went back today to start donating. a very dear friend’s life was saved by blood transfusions this year, i dread to think what could have happened without that person who took the time to donate #giveblood @givebloodni "
1790,8/6/18,WelshBlood,139,0,169,900,"busy week moving house, took morning off to donate blood with @givebloodwales and i think it’s the most relaxed i’ve been all week."
1791,6/6/18,GiveBloodNI,105,0,2827,1958,saving some lives today @givebloodni #hero #giveblood #freebiscuits 
1792,4/6/18,WelshBlood,140,1,1038,3,"proud to donate my 44th pint of blood and support @givebloodwales  #missingtype campaign.

#rollupyoursleeve, donate blood and save a life! 

"
1793,4/6/18,GiveBloodNI,73,0,203,531,doing my good deed @givebloodni 
1794,4/6/18,WelshBlood,139,2,1038,3,"it's been 14 weeks since my last donation to @givebloodwales - so looking forward to helping save lives again tonight ❤️

remember men can donate ever 12 weeks (16 weeks for women) - so #rollupyoursleeve and be a hero. "
1795,4/6/18,WelshBlood,140,1,79,228,my 1st donation! don't know what i was ever worried about. thank you to your wonderful staff for making it such a pleasant experience!! ❤ @givebloodwales #amazing 
1796,4/6/18,GiveBloodNI,127,46,87154,13224,"tfw you get to the snack table.
give blood. save lives. eat snacks. #mondaymotivation "
1797,1/6/18,givebloodscot,140,1,645,1673,"4th donation complete ❤️! it only takes an hour out your day every 12 weeks, it's not much to ask to save a life ❤️ @givebloodscot "
1798,1/6/18,WelshBlood,140,0,244,345,feeling amazing - just got back from giving blood for the 12th time ..... it feels so good that half an hour of my time could help to save someone 😀😀 come on guys go along and give if you can @givebloodwales
1799,31/5/18,GiveBloodNI,94,0,44,132,all done and dusted with another platelet donation #givebloodni feeling proud
1800,30/5/18,WelshBlood,140,0,1194,1197,donated for the first time today at work. so glad that i've finally done it. the staff were lovely and it's a very important cause - @givebloodwales @swanseacouncil ♥️
1801,29/5/18,GiveBloodNI,140,1,345,937,"saving the planet during the day, saving lives in the evening, it's too warm for this cape haha, hey #belfasthour #getonboardni @givebloodni "
1802,25/5/18,givebloodscot,134,1,205,519,today i saved a life...second donation 😀 @givebloodscot  #scotblood #givingblood #onegative 
1803,25/5/18,givebloodscot,140,0,336,1158,"donated blood for 1st time 3wks ago, after having wrongly thought i couldn't donate due to type 2 diabetes. got my @givebloodscot card today, and i'm the o- the most needed type!! i'll definitely donate 3 times a year now i know how rare my blood is! #giveblood #savealife "
1804,23/5/18,givebloodscot,134,2,594,957,another pint lighter - make an appointment to donate if you can @givebloodscot @givebloodnhs 
1805,23/5/18,givebloodscot,120,3,1653,1144,blood donation no. 62 done #ifyoucanyoushould #giveblood @givebloodscot #teacakes 
1806,23/5/18,givebloodscot,140,6,4478,1852,"the most relaxing 7 and a half minutes of the day... and i  get to feel virtuous.  now for the difficult choice. 
have you given blood? @givebloodscot "
1807,23/5/18,GiveBloodNI,144,0,137,1111,today i gave blood for the first time &amp; it was an easy and painless process! one blood donation can help up to three people! i would encourage everyone to sign up and donate when they can as you never know when you or a loved one may need it yourself! 💉❤️ @givebloodni 
1808,22/5/18,WelshBlood,135,2,209,351,the things we do for a free cup of tea and a biscuit 😉 @givebloodwales #givingisinourblood 
1809,16/5/18,WelshBlood,140,0,5,13,"just given my 25th donation  in saltney!💉the staff were great and not only did i get a cuppa and a chocolate biscuit, but this cute little badge too! 😀 @givebloodwales #giveblood "
1810,15/5/18,givebloodscot,140,4,436,858,"first ever blood donation this lunch time, can’t believe how quick and easy it was to donate, only took 6 mins for a pint ❤️ @givebloodscot #giveblood"
1811,4/5/18,WelshBlood,140,2,71,797,"got my appoint to give blood tonight. 
everyone should do it. it's quick and easy and it saves lives @givebloodwales #givingisinourblood"
1812,4/5/18,GiveBloodNI,105,0,871,769,"15th blood donation tonight...💉💉

#givebloodsavelives @givebloodni "
1813,3/5/18,GiveBloodNI,140,0,184,533,donation made @ulstergaa @giveblood_ie blood transfusion saved my life @givebloodni @niall_muldoon 
1814,1/5/18,WelshBlood,109,2,75,145,"that time again, @givebloodwales and always an excuse for a biscuit! "
1815,1/5/18,WelshBlood,140,2,1038,1566,"i gave blood today for the first time @givebloodwales - great experience from a friendly team who were based today @cityhallcardiff. took less than 45 mins from start to finish. if giving is in your blood, why not help?"
1816,30/4/18,GiveBloodNI,140,2,1580,761,"feeling proud this evening, my first badge from @givebloodni such an easy thing to do and so worthwhile. "
1817,26/4/18,GiveBloodNI,104,0,1347,4002,that time again @givebloodni #antrim #giveblood #ifyoucandoit 
1818,25/4/18,GiveBloodNI,75,60,4,31,give another smile ❤️ @givebloodnhs 
1819,23/4/18,givebloodscot,102,0,22218,437,i finally know what blood type i have. thanks @givebloodscot 
1820,23/4/18,GiveBloodNI,140,2,290,577,i just gave blood for the first time in 7 years (to the day). i was well looked after @givebloodni hq and i'll be back! 
1821,20/4/18,GiveBloodNI,139,1,532,621,"decided to use my time away from the lab for lunch to give with @givebloodni , it’s been a while since i’ve been able to and feel it’s something we all should do (if possible!)"
1822,20/4/18,GiveBloodNI,140,0,467,1060,@givebloodni excellent work! i started giving blood whilst studying at @qubelfast and have been doing so ever since. great way to get people in the habit.
1823,19/4/18,GiveBloodNI,140,1,707,2116,nothing tastes as good as the post donation cuppa @givebloodni (bar maybe the cuppa you get after giving birth 😂) 
1824,18/4/18,givebloodscot,120,0,765,831,doing my bit and giving blood for the first time in ages #giveblood @givebloodscot 
1825,17/4/18,WelshBlood,140,0,351,676,"sat in sports and social giving blood. quick, easy and lovely staff to have a chat with. @givebloodwales #bloodmatters #blooddonation"
1826,16/4/18,WelshBlood,144,1,2387,609,"husband &amp; wife tag team today ❤️❤️❤️❤️❤️❤️ 6 days until london marathon, 6 lives saved today 💪🏻 big shout out to all the staff @givebloodwales #legends - don’t forget to donate people 🙌🏻 "
1827,13/4/18,WelshBlood,140,0,158,395,donated blood for the 66th time yesterday @givebloodwales i was a platelet donor for several years and today i applied to donate again. #helpingothers #strongveins
1828,12/4/18,givebloodscot,140,2,372,634,received a bronze award from @givebloodscot today for reaching 10 donations. 7 have been in the last 2 years as @thorntons_law are able to accommodate it in the office. i just couldn't find the time otherwise. fantastic of the firm to make it possible. 
1829,10/4/18,WelshBlood,139,1,407,1726,my first time donating with @givebloodwales - great to have them with @tatasteeluk in port talbot. it's quick and easy to give - sign up at 
1830,9/4/18,GiveBloodNI,140,7,1104,3611,successfully donated blood at a recent @givebloodni session. check out my write-up in this week's @atownnews give blood and save lives! 
1831,7/4/18,WelshBlood,140,5,63,236,"what an amazing achievement today, emotions all over the place cannot believe i’m holding my 50th pint of blood. think how many people i’ve helped. amazed at the age of 37 i’ve got to my 50th donation. @givebloodwales "
1832,6/4/18,GiveBloodNI,140,2,1228,1750,"it takes around half an hour to donate blood. blood donations have saved some of my family and closest friends. someone else's half hour changed my life, sparing half an hour is the least i can do to return the favour @givebloodni #giveblood #savelives #donateblood #idonatedblood"
1833,6/4/18,givebloodscot,140,0,21,137,"@givebloodscot such a warm welcome at lauriston place as ever! chat and a kit kat in return for a spot of o neg. super swap, see you again soon! "
1834,6/4/18,givebloodscot,140,0,100,951,@givebloodscot thanks too all the staff at the bellshill donation today. it’s a great deal you get a pint of blood i get a tea cake #giveblood 
1835,6/4/18,GiveBloodNI,140,0,145,299,"good deed done for the day, donated some blood @givebloodni thanks for looking after me @kahunababy #giveblood #nibts #blood #savinglives"
1836,5/4/18,WelshBlood,140,1,649,470,giving blood 💉 today for the first time... bit nervy but know plenty of people (like my mum) need it more than i do!! 💪💥🙈 @givebloodwales
1837,5/4/18,GiveBloodNI,140,0,1532,1227,"@roisinb2 @givebloodni not sure i'd call mine 'the good stuff', but i'm nevertheless sauntering around, feeling significantly better about myself.

#gotcustardcreams #didntfaint"
1838,5/4/18,GiveBloodNI,140,0,1213,3807,visiting @givebloodni to #donate a pint of my good stuff this morning.. #elixir #blood #pints #igotbiscuits ❤️💪🏻 
1839,3/4/18,givebloodscot,103,1,529,711,just gave blood with the lovely people @givebloodscot at the edinburgh donor centre.
1840,29/3/18,givebloodscot,109,1,2124,228,@givebloodscot proud to be a blood donor ❣️ #giveblood #savealife 
1841,29/3/18,GiveBloodNI,96,0,339,695,wee date for the diary with @givebloodni after easter! 
1842,29/3/18,GiveBloodNI,139,0,627,545,managed to do some good on this day of heightened emotions and popped down to the blood donation session in the village. @givebloodni are in the spirit of things and handing out creme eggs with the tea and biscuits! 
1843,29/3/18,GiveBloodNI,140,0,79,155,@kitchey16 @givebloodni every 4-5 weeks go do this. 2 bags platelets and 1 plasma. got april and may appointments booked. 
1844,29/3/18,GiveBloodNI,139,8,2616,118,"that’s me done for another 12 weeks. if your eligible, please give blood. contact @givebloodni now for info.   one giving - three living. "
1845,28/3/18,givebloodscot,91,0,54,144,today i saved somebody’s life 😁 @givebloodscot 
1846,28/3/18,givebloodscot,82,2,178,296,@givebloodscot that's the half ton now... 
1847,27/3/18,GiveBloodNI,140,1,3705,61,@rqianews thanks staff at riverside tower belfast for around 100 @givebloodni donations today. @btinireland @axainsurance @tech_mahindra @allstate
1848,27/3/18,WelshBlood,111,1,40,237,"extremely proud right now, donated blood 10 times  😊@givebloodwales "
1849,27/3/18,GiveBloodNI,126,0,90,43,all you have to do to receive #freestuff is to #giveblood @givebloodni #savealife #49 
1850,26/3/18,GiveBloodNI,99,0,44,132,@givebloodni platelets done and dusted for another month. feeling accomplished. 👏😉
1851,24/3/18,WelshBlood,140,0,156,538,just booked my first appointment to give blood in april  💉  if it helps just one person it will be worth it 🙂 @givebloodwales #giveblood #everydropcounts
1852,23/3/18,WelshBlood,140,1,162,421,go and give a pint of your best stuff to @givebloodwales #pint17 #rollupyoursleeve #youmayneedhelponeday 
1853,22/3/18,givebloodscot,140,0,14,109,"went to donate blood for the second time yesterday! my first time was such a positive experience that i had no hesitation going back. the nurses are all absolute stars, couldn't praise them enough! @givebloodscot #dumfries #savinglives"
1854,22/3/18,givebloodscot,140,2,728,704,"@moraigmonkey @theoxforddom @givebloodnhs honestly the finger prick to check you iron levels of the worst bit. the rewards though, now they are wonderful from @givebloodscot ! "
1855,20/3/18,givebloodscot,137,1,261,1530,visiting @givebloodscot for my 16th donation today. always try and find time to pop in and not just for the teacakes!
1856,16/3/18,givebloodscot,88,0,2409,2422,and not just for the free cuppa @givebloodscot 
1857,15/3/18,GiveBloodNI,119,0,170,201,finally got round to  donating blood! @nhsorgandonor @givebloodni @belfasttrust 
1858,14/3/18,givebloodscot,110,0,599,615,"donation number 12 completed, and i was given a thing. @givebloodscot "
1859,9/3/18,WelshBlood,140,0,129,151,if you want to do something that will make a difference this year go and make a donation. just made mine @givebloodwales #giveblood 💉#savealife 🙂
1860,9/3/18,givebloodscot,139,0,41,352,thanks for the tea cake! @givebloodscot staff in glasgow centre both lovely and efficient as always! #savealife #giveblood 
1861,8/3/18,givebloodscot,140,21,13828,875,...my youngest daughter was premature and my wife needed lots of blood so it's my duty to replace what we used!👍 
1862,8/3/18,givebloodscot,82,1,106,273,@givebloodscot you never know when you might be the one needing it x
1863,8/3/18,givebloodscot,138,0,53,137,@givebloodscot i was walking past the blood donor centre in glasgow city centre and thought i'd give it a go.  simple. 👍🏼
1864,8/3/18,givebloodscot,140,1,674,697,@givebloodscot because nothing beats that positive feeling after you have given a pint. if only i could give more than once every 12 weeks 😊👍
1865,8/3/18,givebloodscot,140,0,120,42,"@givebloodscot coffee, biscuits, chill out for a couple of hours, a wee natter with the nurses. 
it's also very easy to do!!"
1866,8/3/18,givebloodscot,62,0,440,1116,@givebloodscot they give ye tea cakes after 🤣
1867,8/3/18,givebloodscot,66,0,319,900,@givebloodscot it’s the easiest way to save a life.
1868,8/3/18,givebloodscot,64,0,3062,981,@givebloodscot i have it in me to save a life ❣️
1869,8/3/18,GiveBloodNI,140,0,44,132,come on everyone do a good deed and donate today. you never know when you might need it. @givebloodni 
1870,7/3/18,GiveBloodNI,116,0,64,731,back for another donation 😀 with the friendly staff @givebloodni #donateblood 
1871,7/3/18,GiveBloodNI,140,1,1789,870,if like me you're o- you're in only 6% of the population and are a universal donor so nibts really needs your blood. only takes 1/2 hr and you get a cup of tea and a biscuit at the end! 
1872,7/3/18,GiveBloodNI,140,4,600,1059,you just never know when you might need it! few minutes of your time could mean a lot to someone you don’t know! 
1873,6/3/18,WelshBlood,140,3,392,936,"another pint of o- is on it's way to somebody who needs it!🐧 #givegivegive #giftblood #mondaymotivation #stickers #penguinbiscuits

wales really needs donations from o and a blood groups 💉

book your appointment with @givebloodwales right here right now "
1874,6/3/18,GiveBloodNI,69,0,216,937,#giveblood #1giving3living 
1875,5/3/18,givebloodscot,139,4,105,443,just donated at @givebloodscot glasgow. wasn’t just bread and milk supplies the weather disrupted - do your bit and sign up to donate if you can! 🅰️➕
1876,5/3/18,givebloodscot,79,1,58,390,@givebloodscot donation number 10 done! 
1877,3/3/18,givebloodscot,140,2,645,1673,if you are traveling this weekend.. stop in and give blood! i was due to give blood on thursday but due to the weather it was cancelled!! if it's safe for me to travel i will be going on sunday!! #o-blood #giveblood #help #besafe 
1878,3/3/18,givebloodscot,108,4,1591,361,just made appointment - they have lots of spaces today and tomorrow 
1879,28/2/18,WelshBlood,140,0,1038,3,"apart from raiding the penguins basket one of my favourite things about giving blood is reading the testimonies of people who have received blood from donors.

we all expect to have blood available if the unthinkable happens. if you're able to, please give to @givebloodwales "
1880,26/2/18,givebloodscot,87,1,246,364,"guess where i've been?
#giveblood
@givebloodscot "
1881,26/2/18,givebloodscot,140,0,151,421,"donated my 12th pint of o- today. thanks to the great @givebloodscot staff at the musselburgh clinic for making it a painless process, and keeping me at ease #needlefear #teandbiscuitreward "
1882,21/2/18,givebloodscot,122,0,338,1233,15th blood donation done 💪. promise i won’t eat them all 😋🤤#giveblood @givebloodscot 
1883,21/2/18,givebloodscot,101,0,132,525,looking forward to my biscuit after giving blood today!! @abertaycampus @givebloodscot
1884,19/2/18,WelshBlood,140,2,1457,458,another donation give to @givebloodwales . love the feel good factor that my blood could go on to help others in need. less than 45 mins in and out - if you haven’t given before then you should! #horizontalhero #giveblood #doit  #helpingothers 
1885,15/2/18,givebloodscot,140,2,13703,13701,be a blood donor. i am and always enjoy my time in the unit. always great chat and laughter and you might need blood yourself one day. 
1886,14/2/18,WelshBlood,115,0,67,105,101 donations done @waitrose cardiff. great staff on the mobile clinic as usual. @givebloodwales
1887,14/2/18,givebloodscot,114,0,184,757,❤💉 happy valentines day 💉❤ just back from giving blood 😊 @givebloodscot 
1888,14/2/18,givebloodscot,140,0,159,307,giving blood @givebloodscot on the first day of lent and had to pass on the usual teacake reward! #badtiming #shouldhavedoneityesterday 
1889,14/2/18,givebloodscot,87,2,596,524,happy valentine’s day.. just saving lives 💉❤️ 
1890,13/2/18,GiveBloodNI,140,2,1681,2457,"made my 15th blood donation today. @givebloodni have a few stops scheduled across ni this week, if you have a few minutes to spare "
1891,12/2/18,WelshBlood,140,0,1028,2063,"i don’t like to boast on here, but, i gave blood today and the nurse from @givebloodwales couldn’t stop complimenting my veins. 💪❤️💅"
1892,8/2/18,WelshBlood,140,0,174,848,"another thing crossed off my bucket list today! given blood for the 1st time! first of many! each time you give blood, you could save up to three lives! do something amazing 💉💪 @givebloodwales #giveblood #givebloodwales #savelives #dosomethingamazing #bucketlist #wrexham "
1893,7/2/18,givebloodscot,140,1,258,510,and we're done. nice wee biscuit and now i'm away home. cheers to @givebloodscot staff. all very good and made experiance real easy. #firstdonation #giveblood #forres
1894,5/2/18,WelshBlood,140,1,48,306,popped out for a pint in aberystwyth. feeling great 💪🏻 @givebloodwales #rollupyoursleeve #giveblood #blooddonor #a+ 
1895,2/2/18,givebloodscot,108,6,3062,981,can’t believe this is my 125th platelets donation @givebloodscot 💉❣️ 
1896,1/2/18,givebloodscot,68,1,3930,2474,#nightout @givebloodscot 
1897,1/2/18,givebloodscot,140,1,376,366,"@givebloodscot pint 79 donated at #viewpark, great choons now a quick cuppa
#savealife #giveblood #twopercent "
1898,1/2/18,givebloodscot,57,1,97,166,@givebloodscot 31 😃 💉 
1899,30/1/18,givebloodscot,140,7,375,289,"platelet donation number 70 at raigmore hospital. more volunteers needed for both whole blood and platelets @givebloodscot. lie back, relax and they bring you coffee and toast as well ❤️💉🛏🥪☕️ "
1900,30/1/18,givebloodscot,96,5,1569,1542,"i’ve given, you should too. get in there @givebloodscot "
1901,24/1/18,WelshBlood,140,0,1862,1571,"@givebloodwales giving blood at st. mary’s church, aberafan. free club and cup of coffee #tidy #giveblood "
1902,23/1/18,givebloodscot,59,1,962,930,#done @givebloodscot 
1903,23/1/18,givebloodscot,140,2,1036,1233,time for a cup of tea and a biscuit after donation number 3. it really is the easiest thing to do. potentially save a life just by lying there #giveblood @givebloodscot 
1904,22/1/18,WelshBlood,144,6,333,986,"if i could encourage people to do one new thing in 2018 it would be to give blood 👍🏻💉 @givebloodwales its quick, easy, &amp; pain free .... and you get biscuits at the end 👍🏻🎉🍪 "
1905,22/1/18,givebloodscot,101,5,336,1008,donation #7 done ✅ #giveblood @givebloodscot #itseasy #apos 
1906,22/1/18,givebloodscot,144,2,251,572,#motivationmonday #plateletssession #coffee&amp;treats #doingmybit @givebloodscot #donatingiseasy #joinin 
1907,22/1/18,GiveBloodNI,129,2,44,453,@givebloodni donated for the 1st time last night... big thanks to all your wonderful staff they are all brilliant
1908,19/1/18,WelshBlood,139,2,117,417,"another great service from @givebloodwales! 7th donation done today and even when my vein gave up right before the end they made sure i could finish my donation, take my hat off to them with the work they do everyday 😌💪🏼"
1909,19/1/18,givebloodscot,68,0,691,736,monthly platelets time @givebloodscot.. let's do this
1910,19/1/18,WelshBlood,140,3,131,282,"starting the year by doing some good! booked to give blood @abmhealth npt hospital. join me, loads of dates coming up theres a clinic near you! "
1911,19/1/18,givebloodscot,103,0,319,900,@givebloodscot job done! teacake inbound! fantastic team supporting the donors as always
1912,19/1/18,givebloodscot,140,1,526,639,so chuffed. gave blood after 4 year hiatus and it was easy peasy. thanks @givebloodscot - you have a great team in glasgow. 
1913,18/1/18,givebloodscot,140,2,453,669,its good to #giveblood great work by the cheery team @givebloodscot at haddington ...not to mention the obligatory restoration of ‘blood sugars’ post-donation! 
1914,18/1/18,GiveBloodNI,144,3,122,93,"turned up this evening @givebloodni for usual platelets donation (#264 &amp; counting) to be told on ""reserve list"". what's that? apparently i'm direct match for a particular cancer patient who will get my white blood cells tmrw! even more chuffed than usual 👍 #giveblood #savealife "
1915,17/1/18,givebloodscot,140,3,1600,985,popped into ninewells hospital to visit the @givebloodscot team this afternoon for my first donation of 2018 - i even got a cheeky tunnocks teacake! 
1916,17/1/18,givebloodscot,144,1,370,1743,@givebloodscot 1st donation in 2018 and a wee badge to go with it. worth it for the cuppa &amp; tea cake!!! 
1917,17/1/18,givebloodscot,122,1,602,945,thank you brilliant people @givebloodscot 👍 now for my treat...! #giveblood #giveback 
1918,17/1/18,givebloodscot,139,0,50,125,@givebloodscot massive thank you to the staff in glasgow blood donor centre tonight for being so lovely. made my second go at donating blood so easy!
1919,15/1/18,GiveBloodNI,140,4,110,1317,first time giving blood at the @givebloodni hq and staff were lovely. didn’t realise how handy this place is with good opening hours. no excuses now i know! #giveblood
1920,15/1/18,WelshBlood,86,0,243,400,pint number 24 donated #giveblood @givebloodwales 
1921,15/1/18,givebloodscot,140,0,120,42,"not only did i get a #tunnockstcake @givebloodscot for my 75th donation i got a #paperweight 
#giveblood 
#donatetoday 
#itseasy"
1922,15/1/18,givebloodscot,68,0,1007,1892,doing my bit. @givebloodscot ❤️ 
1923,12/1/18,givebloodscot,83,2,157,180,friday lunchtime pint @givebloodscot 🍺💉 
1924,12/1/18,givebloodscot,139,1,238,335,@givebloodscot texted a+ stocks running low and donate if i could. so i’m here. it makes me feel like i can help. know so many people who’ve needed transfusions. i’m doing it for them.
1925,12/1/18,WelshBlood,140,0,1908,4243,booked my first @givebloodwales session for the year today. online booking system was a breeze. booked my appointment in a few minutes. bravo! 
1926,12/1/18,givebloodscot,77,1,7442,5910,"worth it though.. 
@givebloodscot "
1927,11/1/18,givebloodscot,139,1,3419,4565,blood donated @givebloodscot and now enjoying some @tunnockofficial teacakes (but not too many). 
1928,11/1/18,givebloodscot,140,4,2272,277,giving blood with @givebloodscot along with sports comp partners @perthgrammar sph #beststartto2018 
1929,11/1/18,givebloodscot,139,1,778,1428,first time donating in scotland and @givebloodscot made it so easy! o neg stocks are super low so if that's you try and donate this week! #donateblood 
1930,11/1/18,givebloodscot,140,2,3419,4565,"the bat phone rang today and my crimson cargo (otherwise known as my o neg blood) was requested, so tomorrow i'll be visiting @givebloodscot in glasgow and giving blood. stocks are low, so can you #giveblood "
1931,10/1/18,GiveBloodNI,140,1,187,696,"so today i made my 91st donation at @givebloodni #belfast my 1st donation was in #stonehaven on 24 feb 1980 when kenny rogers and 'coward of the county' was no1 in the charts!🎶
#gawdifeelauld"
1932,10/1/18,givebloodscot,140,5,263,265,"i donated blood today for the first time in waaaaaay too long. here are the opening hours for @givebloodscot in glasgow. you get to be a good person and eat a free biccie, what’s not to like? #giveblood #gooddeeds "
1933,10/1/18,givebloodscot,139,1,166,616,first day of annual leave and i'm in a different hospital (not mine) donating blood instead of processing it 🎉 #giveblood #snbts @givebloodscot
1934,10/1/18,givebloodscot,139,0,257,653,"@givebloodscot donating my 45th pint of o+ next week. i didn't give for a few years when i was being treated for a skin condition, wish i'd checked rather than assumed my eligibility as i've learned it's sometimes what you're treated for rather than what you're treated with that matters most."
1935,9/1/18,GiveBloodNI,103,2,835,1332,@givebloodni  new year new blood donation #givebloodsavealife 
1936,9/1/18,GiveBloodNI,122,0,269,1151,@givebloodni havnt gave in soo long but going to put up to maghera on thursday 
1937,5/1/18,givebloodscot,139,4,88,272,"tonight was my first time giving blood.  arranged an appointment at nelson mandela place, staff were fantastic, thank you #giveblood 😀 see you in 12 weeks. "
1938,4/1/18,givebloodscot,140,5,22926,6640,@givebloodscot nipped in to nelson mandela place to give your a+ stocks a wee boost! #giveblood 😀 
1939,3/1/18,WelshBlood,139,5,2387,609,another one ‘in the bag’ @givebloodwales 💉 lovely to see so many people donating in #cardiff today. well done all!! 👏🏻❤️❤️❤️ special shout out to kaye who took my blood.. what a lovely lady 😊 great to meet you..keep up the good work 
1940,28/12/17,WelshBlood,78,0,353,530,last donation of 2017 @givebloodwales 
1941,28/12/17,GiveBloodNI,139,3,44,132,feeling accomplished accomplished and blessed gold badge for 50 donations #giveblood  @givebloodni 
1942,28/12/17,givebloodscot,124,2,38,185,"gave blood today for 1st time in ages, top biscuit selection as always 👌@givebloodscot "
1943,27/12/17,givebloodscot,148,60,19890,948,"after thanking staff at ninewells a&amp;e for huge effort over xmas, upstairs to give blood &amp; thank all the staff @givebloodscot "
1944,27/12/17,givebloodscot,140,5,31,239,"if you can, please consider donating, it does not take long, it does not hurt and you get tea and biscuits at the end. "
1945,22/12/17,WelshBlood,140,1,649,470,just registered with @givebloodwales . mum had so much when she was in hospital that i want to make sure i give some back. in case someone else’s mum needs it ❤️💉🍪 #giveblood #payitforward 
1946,22/12/17,WelshBlood,140,5,225,194,this is what i am about to do! it’s quick and easy and will save someone’s life! #givethegiftofbloodthischristmas #donateblood #welshbloodservice #savealife @givebloodwales @becalynepirkis 
1947,22/12/17,givebloodscot,96,1,1837,3030,just given my #festivedonation at @givebloodscot - important at this time of year!
1948,21/12/17,WelshBlood,140,2,767,239,my first #platelets donation was successful! #donor best #christmas #gift ever... have you considered it? @givebloodwales 
1949,21/12/17,givebloodscot,140,1,521,288,"far too emotional today, just started greeting cos scotblood text and asked if i could make an extra special effort to donate in time for christmas😭😭😭😭😭😭😭😭😭😭😭 of course hun x"
1950,21/12/17,givebloodscot,140,0,467,862,@scotblood give my 19th donation last week.  felt great to be able to do it before christmas #giveblood #scottishtransfusionservice #sts #staffnurse #lovetohelp #godblesstheoffdutygods
